Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Store_Location,Sales_in_2020,Sales_in_2021,Sales_in_2022,Sales_in_2023,Sales_in_2024
ITEM_9530,6.565489615,Low Fat,0.192882364,Frozen Foods,270.6786728,High,tier-3,1471,1123,953,987,1028
ITEM_9531,23.66826641,Regular,0.238224613,Others,223.1765634,High,tier-3,1198,1296,1464,1523,1505
ITEM_9532,12.26265181,Ultra Low Fat,0.268594577,Meat,205.8454771,Small,tier-1,1055,1188,1164,1018,1039
ITEM_9533,21.89418334,Low Fat,0.219618629,Health and Hygiene,201.617352,High,tier-1,1125,1246,1185,1118,1015
ITEM_9534,13.36766675,Regular,0.044630573,Baking Goods,149.1255562,Medium,tier-3,824,719,766,739,800
ITEM_9535,13.81710225,Low Fat,0.256359711,Canned,255.8288272,Small,tier-3,1281,1359,1270,1296,1250
ITEM_9536,17.68486182,Regular,0.185573375,Canned,282.5099985,Small,tier-1,1443,1593,1392,1519,1542
ITEM_9537,20.48954839,Low Fat,0.182834928,Frozen Foods,51.40431225,Small,tier-3,384,462,483,450,489
ITEM_9538,5.675783019,Ultra Low Fat,0.276402168,Meat,69.79961921,High,tier-1,455,395,415,377,365
ITEM_9539,16.86311991,Low Fat,0.074649467,Seafood,218.7439043,High,tier-3,1183,1268,1345,1400,1444
ITEM_9540,8.734659882,Regular,0.071876286,Frozen Foods,109.0166807,Medium,tier-1,666,644,531,463,483
ITEM_9541,11.91899036,Regular,0.153958066,Baking Goods,277.9262497,High,tier-1,1515,1587,1711,1758,1885
ITEM_9542,11.95937332,Regular,0.22525892,Others,216.8532663,High,tier-3,1218,1154,1218,1156,1297
ITEM_9543,14.3812068,Ultra Low Fat,0.134172212,Breakfast,142.0728138,High,tier-2,845,875,906,1259,1203
ITEM_9544,11.68272824,Regular,0.190167417,Dairy,153.8206007,High,tier-1,835,1002,1045,1016,950
ITEM_9545,7.147222369,Regular,0.135757417,Dairy,222.7206263,Medium,tier-2,1093,1003,1047,1034,1060
ITEM_9546,7.912574771,Ultra Low Fat,0.183116154,Others,85.24102565,Medium,tier-2,494,430,394,389,431
ITEM_9547,5.668759711,Regular,0.246678691,Dairy,270.8529701,Medium,tier-3,1570,1465,1301,1493,1514
ITEM_9548,14.40498171,Regular,0.054143009,Breakfast,51.19292461,High,tier-1,392,415,446,481,434
ITEM_9549,24.0889539,Ultra Low Fat,0.20861356,Baking Goods,294.7367383,High,tier-2,1548,1631,1600,1660,1533
ITEM_9550,7.313504473,Low Fat,0.236227722,Fruits and Vegetables,91.91137009,Small,tier-1,532,431,506,532,425
ITEM_9551,23.92528986,Regular,0.134133422,Meat,235.5278397,Small,tier-1,1337,1308,1248,1054,1133
ITEM_9552,19.66723029,Low Fat,0.096970073,Snack Foods,59.98117676,High,tier-2,340,359,360,368,327
ITEM_9553,17.74997606,Ultra Low Fat,0.004063297,Snack Foods,157.8572248,Small,tier-2,921,949,830,884,988
ITEM_9554,17.90555511,Regular,0.239131507,Canned,207.5784206,Medium,tier-1,1061,1090,968,949,820
ITEM_9555,21.53455297,Regular,0.098381598,Others,67.5568644,Medium,tier-2,492,558,522,575,622
ITEM_9556,7.138397288,Ultra Low Fat,0.107192841,Others,160.8233822,Medium,tier-2,898,877,777,799,653
ITEM_9557,15.09508647,Regular,0.100801849,Breakfast,125.7841008,Small,tier-1,774,804,882,953,921
ITEM_9558,18.94182277,Low Fat,0.149621799,Dairy,174.560903,Medium,tier-2,947,852,933,966,1142
ITEM_9559,16.7364089,Low Fat,0.210749872,Household,176.144134,Medium,tier-2,1075,1234,964,1094,968
ITEM_9560,21.65558142,Ultra Low Fat,0.231558939,Canned,246.3079015,Medium,tier-1,1339,1177,1059,1120,1008
ITEM_9561,6.44543418,Regular,0.117771216,Health and Hygiene,80.87613211,High,tier-2,530,500,472,388,418
ITEM_9562,18.81402079,Regular,0.198930611,Frozen Foods,70.67990026,High,tier-3,506,507,531,579,562
ITEM_9563,15.68055461,Ultra Low Fat,0.216205275,Snack Foods,150.4725583,Medium,tier-1,935,894,859,963,1028
ITEM_9564,12.58321728,Low Fat,0.0890752,Seafood,271.8799798,Medium,tier-3,1445,1514,1072,1029,1150
ITEM_9565,11.80549964,Low Fat,0.028986441,Seafood,263.8173799,High,tier-1,1426,1221,1029,1026,1043
ITEM_9566,17.41665266,Ultra Low Fat,0.268399716,Baking Goods,189.9982273,High,tier-3,1063,871,1001,1076,1089
ITEM_9567,22.81990749,Regular,0.203134792,Dairy,272.1934547,Small,tier-3,1518,1377,1274,1291,1167
ITEM_9568,14.92351852,Low Fat,0.194433123,Snack Foods,251.3358994,High,tier-2,1397,1557,1640,1671,1664
ITEM_9569,21.49446328,Regular,0.017670755,Fruits and Vegetables,119.484865,Medium,tier-1,607,491,530,656,645
ITEM_9570,13.04312764,Low Fat,0.245361917,Soft Drinks,92.52657011,High,tier-1,488,512,438,438,436
ITEM_9571,7.047889256,Regular,0.169816247,Canned,125.2891252,Medium,tier-2,759,832,826,823,776
ITEM_9572,6.230114729,Low Fat,0.254365325,Frozen Foods,106.7794696,Small,tier-2,713,725,850,835,890
ITEM_9573,6.026687426,Regular,0.292368355,Snack Foods,205.6796982,High,tier-3,1098,993,1025,1044,1083
ITEM_9574,12.60300284,Ultra Low Fat,0.287130096,Soft Drinks,196.2247782,Small,tier-1,1104,1022,1033,969,1089
ITEM_9575,11.74475502,Low Fat,0.256826804,Household,199.6093459,Medium,tier-2,1069,1182,1180,1277,1393
ITEM_9576,19.35874047,Ultra Low Fat,0.003284212,Health and Hygiene,97.32588412,Medium,tier-2,593,589,661,542,504
ITEM_9577,19.85643003,Low Fat,0.265718162,Snack Foods,247.9656813,Medium,tier-3,1296,1313,1596,1662,1502
ITEM_9578,6.017079377,Low Fat,0.022518694,Seafood,158.4065209,Medium,tier-3,864,854,677,720,759
ITEM_9579,9.422465258,Low Fat,0.255358191,Health and Hygiene,168.1129801,Small,tier-2,928,943,1159,1114,1174
ITEM_9580,10.485237,Regular,0.084052221,Dairy,299.2404616,High,tier-3,1607,1628,1721,1545,1735
ITEM_9581,15.95223968,Low Fat,0.183020502,Frozen Foods,120.5679465,High,tier-1,774,847,910,973,921
ITEM_9582,7.890304478,Ultra Low Fat,0.011420469,Fruits and Vegetables,148.534501,Medium,tier-3,801,757,731,855,744
ITEM_9583,7.678824388,Regular,0.231354509,Canned,219.115802,Medium,tier-1,1264,1141,1360,952,817
ITEM_9584,23.87577778,Regular,0.033511837,Others,270.103255,Small,tier-2,1485,1483,1482,1616,1539
ITEM_9585,21.08405815,Low Fat,0.123206452,Others,81.69525167,Small,tier-2,473,468,472,526,594
ITEM_9586,8.613098042,Regular,0.245233801,Seafood,233.7614516,Medium,tier-3,1229,1231,1126,1008,952
ITEM_9587,13.13135616,Low Fat,0.208604699,Dairy,279.5701315,Medium,tier-2,1433,1712,1505,1735,2123
ITEM_9588,12.11243999,Ultra Low Fat,0.001812809,Soft Drinks,155.7311534,High,tier-3,837,781,703,704,576
ITEM_9589,20.82008148,Regular,0.1209097,Fruits and Vegetables,121.6817307,High,tier-3,630,682,755,636,731
ITEM_9590,15.20425833,Regular,0.012578255,Snack Foods,219.4342867,High,tier-3,1197,1154,1295,1347,1457
ITEM_9591,7.55699474,Ultra Low Fat,0.202049958,Canned,111.5184128,Medium,tier-3,631,674,740,759,838
ITEM_9592,19.77984126,Ultra Low Fat,0.290684548,Frozen Foods,146.0724366,Small,tier-1,788,799,792,739,774
ITEM_9593,12.93775956,Low Fat,0.196578379,Frozen Foods,274.2283435,Small,tier-1,1527,1597,1741,2001,2134
ITEM_9594,10.25848495,Regular,0.067311729,Others,197.5831381,Small,tier-2,1093,1159,1070,1040,923
ITEM_9595,12.50997244,Ultra Low Fat,0.10656991,Seafood,73.74431665,Medium,tier-3,481,449,448,472,474
ITEM_9596,14.95513127,Regular,0.292995167,Snack Foods,132.4243829,Medium,tier-2,807,615,581,555,486
ITEM_9597,11.86231033,Ultra Low Fat,0.067215724,Breakfast,206.8162913,Small,tier-3,1074,1171,1087,1029,1026
ITEM_9598,9.838115452,Regular,0.168458722,Fruits and Vegetables,170.3744093,Small,tier-2,939,712,726,644,683
ITEM_9599,12.97004058,Ultra Low Fat,0.120136143,Baking Goods,215.0848292,Small,tier-1,1226,1144,1212,1416,1364
ITEM_9600,5.383458215,Regular,0.230494589,Others,240.3603544,Medium,tier-2,1224,1100,1067,1120,1136
ITEM_9601,20.44995692,Low Fat,0.260216782,Seafood,170.1537801,High,tier-3,961,1045,1111,1036,1039
ITEM_9602,8.418897871,Regular,0.102251182,Seafood,296.7379216,High,tier-3,1655,1926,1923,1948,1933
ITEM_9603,5.878092273,Low Fat,0.198118909,Others,278.6684689,Medium,tier-2,1398,1408,1116,1243,1320
ITEM_9604,18.07397386,Low Fat,0.164714309,Frozen Foods,64.97685152,High,tier-2,495,473,430,425,443
ITEM_9605,20.47872258,Low Fat,0.083533347,Dairy,116.6077844,Small,tier-3,720,665,693,730,741
ITEM_9606,21.27658263,Regular,0.081582241,Canned,125.1358781,High,tier-2,733,759,794,737,784
ITEM_9607,14.87018365,Regular,0.161589494,Household,96.07258917,Small,tier-1,634,545,518,517,577
ITEM_9608,9.107363694,Low Fat,0.046200862,Frozen Foods,128.0041258,Medium,tier-3,757,626,568,465,514
ITEM_9609,19.74455354,Ultra Low Fat,0.243242969,Baking Goods,156.2051582,Medium,tier-3,827,755,859,851,1046
ITEM_9610,18.99426154,Regular,0.020701452,Dairy,62.88774475,Small,tier-1,392,374,401,373,389
ITEM_9611,9.925414682,Regular,0.028372346,Seafood,81.82505903,Small,tier-2,504,394,317,358,303
ITEM_9612,23.06815512,Regular,0.102667893,Baking Goods,74.0614697,High,tier-1,498,582,588,549,540
ITEM_9613,7.087429162,Regular,0.035427527,Seafood,61.57923479,Small,tier-3,371,346,348,318,339
ITEM_9614,24.65376479,Low Fat,0.142710006,Canned,170.3742551,Medium,tier-1,957,865,803,868,835
ITEM_9615,22.20495622,Ultra Low Fat,0.119902767,Breakfast,133.4507708,Medium,tier-2,767,822,807,744,761
ITEM_9616,18.75797291,Ultra Low Fat,0.216542939,Snack Foods,283.8618074,High,tier-2,1523,1306,1134,1139,1135
ITEM_9617,23.77499777,Ultra Low Fat,0.285901247,Dairy,75.69013386,Small,tier-3,509,488,528,521,570
ITEM_9618,19.44622337,Ultra Low Fat,0.226067575,Snack Foods,281.5088339,Small,tier-3,1480,1512,1733,1698,1841
ITEM_9619,8.809139941,Low Fat,0.053834599,Canned,71.63640435,High,tier-1,410,370,337,304,304
ITEM_9620,13.84312276,Regular,0.280656386,Household,204.8043367,Medium,tier-2,1109,1094,1068,1178,1284
ITEM_9621,6.430060487,Regular,0.11764003,Baking Goods,111.9325843,Small,tier-1,578,607,540,502,495
ITEM_9622,12.79314845,Low Fat,0.142256808,Breakfast,256.7014116,High,tier-3,1406,1335,1279,1337,1182
ITEM_9623,19.83206039,Regular,0.126472871,Canned,65.36870676,High,tier-1,448,535,570,592,649
ITEM_9624,12.72886702,Low Fat,0.084164107,Snack Foods,288.1270389,High,tier-2,1548,1515,1490,1587,1598
ITEM_9625,11.60588351,Ultra Low Fat,0.268513286,Frozen Foods,61.81430008,High,tier-3,338,338,363,345,376
ITEM_9626,16.90711445,Low Fat,0.09967166,Breakfast,110.2783171,Small,tier-1,601,590,725,691,704
ITEM_9627,22.44409058,Regular,0.173578941,Soft Drinks,166.0461815,High,tier-1,1008,1006,946,1000,1009
ITEM_9628,5.951663851,Regular,0.072010075,Baking Goods,239.0144716,Small,tier-2,1280,1211,1231,1150,1209
ITEM_9629,12.70940869,Regular,0.239212612,Meat,287.7781794,Medium,tier-2,1571,1760,1690,1607,1417
ITEM_9630,8.164814836,Ultra Low Fat,0.232259598,Household,157.0106078,High,tier-1,1011,1148,1230,1176,1112
ITEM_9631,18.90708501,Low Fat,0.088893642,Breakfast,239.3275235,High,tier-2,1279,1354,1363,1348,1249
ITEM_9632,7.114491209,Low Fat,0.204466222,Dairy,231.7906386,Medium,tier-3,1279,1282,1312,1266,1075
ITEM_9633,18.29615517,Regular,0.21116206,Breakfast,192.7922238,High,tier-1,1055,1005,1007,994,1016
ITEM_9634,10.72361742,Low Fat,0.168753425,Soft Drinks,222.729794,Small,tier-1,1243,1185,1175,1057,1020
ITEM_9635,8.978336275,Regular,0.180179515,Health and Hygiene,59.51667077,Medium,tier-3,419,512,532,534,533
ITEM_9636,23.72705116,Low Fat,0.172336391,Soft Drinks,160.3943502,Medium,tier-2,924,891,906,986,1106
ITEM_9637,5.370491535,Ultra Low Fat,0.024559321,Meat,246.4651735,Small,tier-3,1406,1139,1271,1174,1255
ITEM_9638,13.75554544,Ultra Low Fat,0.201079603,Soft Drinks,168.5552863,Small,tier-3,902,1043,1025,1077,1097
ITEM_9639,5.432539849,Low Fat,0.140932503,Soft Drinks,268.3761461,Medium,tier-1,1448,1231,1445,1733,1628
ITEM_9640,14.67186096,Ultra Low Fat,0.131537184,Baking Goods,258.4094691,High,tier-3,1386,1235,1261,1108,1116
ITEM_9641,15.02094756,Ultra Low Fat,0.257999766,Breakfast,265.8615075,Small,tier-2,1372,1359,1671,1650,1840
ITEM_9642,11.43324943,Ultra Low Fat,0.006968014,Snack Foods,82.49917141,Small,tier-1,521,519,588,598,562
ITEM_9643,7.643235551,Regular,0.075394475,Others,111.0352811,Small,tier-2,711,706,700,685,747
ITEM_9644,12.52775075,Low Fat,0.03642105,Health and Hygiene,57.3993183,Medium,tier-3,313,318,309,272,250
ITEM_9645,18.4452588,Low Fat,0.010602313,Dairy,295.7001817,High,tier-3,1629,1518,1327,1336,1215
ITEM_9646,20.64791617,Regular,0.082703099,Household,109.0345349,Small,tier-2,664,556,640,598,702
ITEM_9647,15.61501205,Regular,0.296542882,Dairy,141.7733336,Medium,tier-1,849,817,994,1050,974
ITEM_9648,16.79668789,Ultra Low Fat,0.081068752,Dairy,118.7316118,Medium,tier-3,693,611,571,688,668
ITEM_9649,9.012327422,Low Fat,0.199111746,Household,59.94840571,High,tier-3,545,588,589,598,577
ITEM_9650,10.74660666,Regular,0.035489667,Meat,115.3145024,Medium,tier-3,697,657,677,785,782
ITEM_9651,8.237912201,Ultra Low Fat,0.180554289,Household,74.54891655,Medium,tier-1,480,469,473,425,382
ITEM_9652,9.985907,Low Fat,0.295344445,Snack Foods,148.5707716,Small,tier-1,841,957,867,887,846
ITEM_9653,9.497735605,Ultra Low Fat,0.087551257,Seafood,291.7060296,Small,tier-3,1518,1551,1731,1809,2124
ITEM_9654,15.38897573,Low Fat,0.254422685,Fruits and Vegetables,224.565593,Small,tier-1,1204,1105,1111,986,1029
ITEM_9655,16.25377512,Ultra Low Fat,0.299271414,Breakfast,226.7251975,Medium,tier-2,1205,1168,1419,1228,1423
ITEM_9656,23.89894842,Low Fat,0.176566227,Fruits and Vegetables,163.2939833,High,tier-3,943,944,922,899,942
ITEM_9657,8.911412942,Low Fat,0.09282033,Canned,252.8260027,High,tier-2,1411,1498,1506,1192,964
ITEM_9658,17.8335142,Low Fat,0.202059378,Others,277.0710417,High,tier-1,1536,1536,1461,1599,1539
ITEM_9659,21.34518538,Low Fat,0.253454462,Others,290.3875015,Medium,tier-1,1528,1392,1176,1109,1152
ITEM_9660,16.20482928,Ultra Low Fat,0.051405073,Canned,74.74755569,Small,tier-2,405,452,449,466,553
ITEM_9661,10.10007305,Regular,0.135754729,Others,269.9110022,Medium,tier-1,1484,1309,1209,1278,1365
ITEM_9662,10.2510046,Low Fat,0.095756313,Meat,106.2707209,Small,tier-3,587,621,685,684,698
ITEM_9663,5.785061061,Low Fat,0.085007699,Dairy,149.3167255,Medium,tier-2,905,931,919,794,860
ITEM_9664,11.10888453,Low Fat,0.258246378,Canned,136.3692987,Medium,tier-2,803,796,740,637,643
ITEM_9665,19.89207358,Low Fat,0.126496202,Seafood,218.78251,High,tier-3,1221,1102,925,928,876
ITEM_9666,5.950355144,Ultra Low Fat,0.101722903,Baking Goods,199.4811351,Medium,tier-1,1063,781,837,718,706
ITEM_9667,9.38590565,Regular,0.181053162,Seafood,77.27621869,High,tier-2,467,392,367,334,286
ITEM_9668,19.12464997,Regular,0.065820474,Frozen Foods,245.7056574,Medium,tier-2,1303,1353,1411,1331,1584
ITEM_9669,20.65303126,Regular,0.068968047,Health and Hygiene,159.9113505,High,tier-3,953,993,1039,884,955
ITEM_9670,14.1063682,Ultra Low Fat,0.156086619,Meat,50.55546083,Medium,tier-1,302,348,374,393,398
ITEM_9671,18.96148677,Regular,0.122781819,Seafood,153.6258167,Medium,tier-2,912,916,816,799,824
ITEM_9672,12.75904337,Ultra Low Fat,0.088494715,Baking Goods,179.0828939,Small,tier-1,1038,1044,1122,1251,1454
ITEM_9673,8.1982649,Ultra Low Fat,0.01618534,Fruits and Vegetables,67.2186713,Small,tier-2,428,398,382,453,517
ITEM_9674,12.96298987,Low Fat,0.156232272,Soft Drinks,87.78381485,Small,tier-1,625,601,620,543,580
ITEM_9675,16.5993564,Ultra Low Fat,0.244982762,Snack Foods,298.3930429,Medium,tier-2,1614,1614,1587,1227,1272
ITEM_9676,23.96106564,Regular,0.255413162,Meat,267.7988505,Small,tier-1,1329,1550,1741,1681,1652
ITEM_9677,6.375019042,Regular,0.070631994,Breakfast,83.33185484,Small,tier-1,533,552,572,570,551
ITEM_9678,15.14788188,Regular,0.179892361,Health and Hygiene,195.0773499,Medium,tier-2,1022,980,1000,845,774
ITEM_9679,11.57839556,Low Fat,0.256764393,Health and Hygiene,144.8108243,Medium,tier-1,799,743,951,978,746
ITEM_9680,15.16623389,Low Fat,0.122617778,Frozen Foods,185.9351022,Small,tier-1,1081,846,992,952,1029
ITEM_9681,5.479508948,Low Fat,0.279641045,Frozen Foods,167.6337984,Small,tier-3,893,775,738,850,787
ITEM_9682,11.26050709,Ultra Low Fat,0.270893559,Others,62.03723126,Medium,tier-3,454,437,414,381,437
ITEM_9683,21.39736295,Regular,0.062440169,Canned,128.8550777,Medium,tier-3,742,743,728,606,646
ITEM_9684,16.07883468,Ultra Low Fat,0.07768945,Soft Drinks,81.38014551,High,tier-3,494,451,455,365,304
ITEM_9685,14.01164986,Ultra Low Fat,0.0541326,Frozen Foods,172.2420231,High,tier-1,898,999,873,772,786
ITEM_9686,10.71050143,Regular,0.058816305,Fruits and Vegetables,276.82918,Medium,tier-2,1430,1541,1689,1839,1921
ITEM_9687,10.96085046,Low Fat,0.272358626,Household,298.8831931,Medium,tier-2,1635,1708,1614,1669,1977
ITEM_9688,12.66202867,Regular,0.279341373,Meat,286.0632671,Small,tier-3,1499,1666,1903,1891,2003
ITEM_9689,21.7114142,Ultra Low Fat,0.015569172,Fruits and Vegetables,296.4242812,High,tier-2,1566,1756,1888,1803,1707
ITEM_9690,24.34426414,Ultra Low Fat,0.178081007,Breakfast,53.81157895,Small,tier-2,362,344,313,321,331
ITEM_9691,13.77310763,Low Fat,0.169269469,Soft Drinks,232.3617446,High,tier-1,1281,1219,1203,1105,973
ITEM_9692,12.86705677,Ultra Low Fat,0.117164294,Baking Goods,118.2372025,Small,tier-1,778,770,645,727,784
ITEM_9693,21.93101552,Ultra Low Fat,0.189509278,Others,266.4044946,High,tier-2,1459,1400,1459,1248,1251
ITEM_9694,13.53810641,Regular,0.284210348,Seafood,253.4333727,Medium,tier-1,1497,1252,1127,1189,1129
ITEM_9695,16.04036345,Low Fat,0.051076465,Frozen Foods,155.918644,Medium,tier-3,910,951,956,918,1008
ITEM_9696,9.618833292,Regular,0.036123273,Canned,168.3151688,Medium,tier-3,882,884,840,970,782
ITEM_9697,19.87005072,Regular,0.010017171,Others,116.2729172,Small,tier-2,687,765,869,794,817
ITEM_9698,15.63976637,Regular,0.109149992,Baking Goods,122.2010091,High,tier-2,828,712,705,682,714
ITEM_9699,21.180691,Ultra Low Fat,0.101288543,Breakfast,295.2936058,Small,tier-3,1665,1808,2189,1906,1666
ITEM_9700,20.6146546,Ultra Low Fat,0.129245906,Canned,272.2132222,Medium,tier-2,1518,1836,1417,1403,1263
ITEM_9701,9.300095365,Low Fat,0.150993009,Meat,97.96724303,High,tier-2,505,464,434,475,538
ITEM_9702,19.31271101,Ultra Low Fat,0.227347198,Snack Foods,118.8811695,High,tier-1,764,721,895,877,792
ITEM_9703,21.00108816,Low Fat,0.117634017,Frozen Foods,77.16199827,Small,tier-1,457,466,449,476,510
ITEM_9704,11.92214482,Regular,0.099183933,Baking Goods,297.2176957,Medium,tier-3,1598,1672,1795,1565,1604
ITEM_9705,8.452182258,Regular,0.248063646,Others,276.8024626,Small,tier-3,1479,1164,1054,1275,1102
ITEM_9706,5.052643112,Ultra Low Fat,0.254939001,Dairy,188.0244967,Small,tier-3,1021,1110,1375,1367,1497
ITEM_9707,14.01807306,Ultra Low Fat,0.069829789,Household,223.223276,Medium,tier-3,1213,992,963,858,844
ITEM_9708,12.04865463,Low Fat,0.094401547,Others,236.9867349,Medium,tier-3,1265,1368,1197,1059,1052
ITEM_9709,16.09819668,Ultra Low Fat,0.247534911,Canned,100.9528069,Small,tier-1,501,406,402,381,360
ITEM_9710,8.760821852,Ultra Low Fat,0.023822473,Snack Foods,283.6665843,High,tier-2,1456,1353,1193,994,1043
ITEM_9711,22.19331095,Ultra Low Fat,0.097754034,Household,181.6856784,Medium,tier-3,1038,1137,992,933,1018
ITEM_9712,10.15510431,Regular,0.134505032,Health and Hygiene,73.11288438,Medium,tier-3,529,493,410,436,350
ITEM_9713,9.528592102,Ultra Low Fat,0.056121485,Others,149.270652,Medium,tier-1,852,943,860,824,884
ITEM_9714,14.61428113,Ultra Low Fat,0.053974259,Fruits and Vegetables,200.411639,Medium,tier-1,1137,1140,1204,1293,1321
ITEM_9715,14.97702047,Regular,0.127458617,Snack Foods,138.2057979,High,tier-1,775,783,905,1005,936
ITEM_9716,9.301704576,Regular,0.226356517,Household,224.8011069,High,tier-1,1206,1149,1251,1092,1091
ITEM_9717,10.43721453,Regular,0.252069894,Frozen Foods,270.5124951,Small,tier-2,1419,1282,1356,1269,1464
ITEM_9718,8.394104783,Regular,0.293770528,Seafood,242.9730311,Small,tier-2,1236,1458,1451,1248,1217
ITEM_9719,19.36920357,Ultra Low Fat,0.022195215,Others,210.664505,Medium,tier-1,1178,1190,1194,1294,1402
ITEM_9720,20.40178063,Ultra Low Fat,0.06500466,Health and Hygiene,178.0393704,Small,tier-1,977,828,740,731,818
ITEM_9721,14.24656995,Ultra Low Fat,0.226988953,Dairy,113.6158714,High,tier-3,718,760,790,921,985
ITEM_9722,19.28174045,Low Fat,0.162179612,Others,163.7365412,Medium,tier-2,944,802,766,811,824
ITEM_9723,19.71870784,Regular,0.098303932,Soft Drinks,123.2382268,Medium,tier-3,741,732,742,736,864
ITEM_9724,7.765510554,Ultra Low Fat,0.061676898,Soft Drinks,283.5058453,Medium,tier-1,1516,1316,1351,1495,1654
ITEM_9725,24.3235605,Ultra Low Fat,0.084143265,Fruits and Vegetables,276.8277892,Small,tier-3,1416,1286,1341,1560,1557
ITEM_9726,21.42063894,Ultra Low Fat,0.128786685,Canned,88.95659583,Medium,tier-1,488,496,494,482,496
ITEM_9727,9.089669224,Regular,0.053145366,Fruits and Vegetables,255.6550553,Medium,tier-2,1359,1387,1502,1436,1569
ITEM_9728,8.723300715,Regular,0.289267787,Seafood,225.7286742,High,tier-3,1272,1107,1010,989,1022
ITEM_9729,7.513222912,Regular,0.032276533,Seafood,293.8029301,Medium,tier-3,1603,1623,1425,1249,1319
ITEM_9730,7.767571251,Ultra Low Fat,0.29567323,Health and Hygiene,165.8266422,Small,tier-3,1051,869,742,762,701
ITEM_9731,19.96323598,Regular,0.252567986,Seafood,230.5435929,Medium,tier-2,1190,1323,1359,1362,1523
ITEM_9732,14.39308514,Ultra Low Fat,0.126945485,Dairy,179.47098,Small,tier-2,1039,1040,1067,969,978
ITEM_9733,20.65868345,Low Fat,0.2219449,Others,67.35012417,High,tier-3,382,381,378,432,452
ITEM_9734,19.92509789,Regular,0.201454573,Soft Drinks,61.69118743,High,tier-3,452,414,430,426,440
ITEM_9735,17.09225427,Regular,0.063986075,Others,80.52786072,Medium,tier-3,511,472,538,617,575
ITEM_9736,18.72733213,Ultra Low Fat,0.101721026,Soft Drinks,124.047766,High,tier-1,640,694,549,555,559
ITEM_9737,5.367114488,Regular,0.153936769,Meat,114.7782765,Medium,tier-1,665,689,656,630,538
ITEM_9738,11.23555294,Regular,0.191353254,Breakfast,232.0816672,High,tier-1,1326,1449,1336,1297,1362
ITEM_9739,17.75644359,Ultra Low Fat,0.162868494,Baking Goods,228.9806837,High,tier-2,1242,1151,1050,981,1042
ITEM_9740,5.18689907,Ultra Low Fat,0.141896238,Health and Hygiene,292.848645,Small,tier-3,1580,1544,1651,1795,1995
ITEM_9741,5.659538874,Ultra Low Fat,0.132945682,Health and Hygiene,127.5977064,Small,tier-1,774,797,796,902,872
ITEM_9742,22.03775965,Low Fat,0.14947935,Canned,284.6130209,Medium,tier-3,1496,1462,1407,1213,1082
ITEM_9743,18.68049723,Ultra Low Fat,0.130305456,Health and Hygiene,203.2126509,Medium,tier-2,1191,1243,1345,1354,1244
ITEM_9744,10.30739466,Regular,0.162399023,Meat,173.8271777,Small,tier-1,983,924,1099,1133,1130
ITEM_9745,18.7592568,Low Fat,0.26639559,Others,216.9603445,High,tier-3,1242,1090,1137,1078,1256
ITEM_9746,20.84913338,Ultra Low Fat,0.189848794,Others,225.6888629,Medium,tier-2,1243,1291,1201,1147,984
ITEM_9747,11.13588566,Low Fat,0.216786262,Breakfast,92.98225721,High,tier-2,564,481,464,503,510
ITEM_9748,5.72074755,Low Fat,0.17924494,Dairy,237.9288759,Small,tier-1,1254,1510,1655,1481,1233
ITEM_9749,23.65558249,Regular,0.192905305,Seafood,231.2931911,High,tier-2,1292,1250,1192,964,914
ITEM_9750,11.90359677,Low Fat,0.173504949,Snack Foods,299.383071,High,tier-2,1573,1509,1536,1643,1483
ITEM_9751,7.129635266,Ultra Low Fat,0.008059957,Soft Drinks,277.9869452,Medium,tier-1,1469,1501,1496,1412,1341
ITEM_9752,14.83713743,Low Fat,0.299879515,Health and Hygiene,221.1650579,High,tier-3,1089,1133,1309,1473,1561
ITEM_9753,20.36935591,Low Fat,0.010082772,Baking Goods,228.0909283,Small,tier-2,1195,1136,1053,1028,1003
ITEM_9754,9.432946292,Regular,0.118544402,Health and Hygiene,286.4964085,High,tier-3,1494,1523,1306,1379,1135
ITEM_9755,10.389801,Regular,0.031534703,Others,291.7945682,Small,tier-3,1554,1472,1392,1481,1403
ITEM_9756,9.854299736,Ultra Low Fat,0.029078535,Household,256.7412993,Small,tier-3,1412,1585,1518,1495,1490
ITEM_9757,24.83346106,Regular,0.238058086,Baking Goods,241.8483864,Medium,tier-1,1275,1382,1325,1261,1286
ITEM_9758,8.948074675,Ultra Low Fat,0.127777734,Frozen Foods,77.84145584,Small,tier-2,457,433,407,369,375
ITEM_9759,16.51040434,Ultra Low Fat,0.240341612,Health and Hygiene,257.5805479,Small,tier-1,1453,1393,1422,1510,1390
ITEM_9760,23.50529283,Regular,0.081835941,Health and Hygiene,113.2989196,Medium,tier-3,710,669,595,730,761
ITEM_9761,7.937931378,Low Fat,0.076938838,Seafood,190.946074,Medium,tier-2,1040,1033,1220,1290,1138
ITEM_9762,24.41708396,Regular,0.075369415,Seafood,151.3431176,Medium,tier-3,830,870,848,891,976
ITEM_9763,23.94954469,Low Fat,0.184843688,Canned,136.4018252,Small,tier-3,723,771,746,678,574
ITEM_9764,22.69143974,Low Fat,0.244499817,Household,127.5625004,Medium,tier-1,754,763,779,841,954
